PicSeq_AgeAdj,CardSort_AgeAdj,Flanker_AgeAdj,PMAT24_A_CR,PMAT24_A_SI,PMAT24_A_RTCR,ReadEng_AgeAdj,PicVocab_AgeAdj,ProcSpeed_AgeAdj,DDisc_AUC_200,DDisc_AUC_40K,VSPLOT_TC,VSPLOT_CRTE,VSPLOT_OFF,SCPT_SEN,SCPT_SPEC,IWRD_TOT,IWRD_RTC,ListSort_AgeAdj
101.54,114.88,106.9,8.0,11.0,2860.0,78.69286,75.42485,111.48,0.078321874,0.34322938,9.0,553.75,44.0,0.9833,0.9333,36.0,1225.0,107.32
104.28,116.96,113.21,14.0,5.0,7270.0,111.72,98.43,98.24,0.26803540000000003,0.4031252,11.0,941.0,27.0,0.9333,0.9667,31.0,1704.75,93.3
93.83,95.83,97.4,15.0,4.0,11190.0,96.55882,112.4883,136.19,0.041863542000000004,0.33059916,6.0,1160.5358,36.0,0.9667,0.9583,37.0,1115.0,131.78
125.19,101.36,96.04,17.0,2.0,20560.0,106.5381,116.6878,91.83,0.35605624,0.80390644,13.0,911.1111,21.0,0.95,0.9833,37.0,1520.0,127.41
75.17,85.24,99.19,6.0,13.0,3854.0,70.66,91.24,90.33,0.22936355,0.38737,4.0,1004.6607,110.0,0.8167,0.8417,31.0,1295.75,93.3
117.41,96.84,81.23,22.0,0.0,33413.5,116.8141,124.5888,109.72,0.6289729000000001,0.7102866999999999,23.0,1576.6666,9.0,0.9833,0.9833,33.0,1397.25,102.63
114.88,113.04,106.31,18.0,1.0,15485.5,103.37,118.1,103.51,0.5712906,0.7328127,20.0,1193.8125,17.0,0.9667,0.9083,37.0,1572.5,112.66
134.81,115.15,120.14,20.0,0.0,18921.5,105.62,108.08,116.82,0.12233229,0.21367209,14.0,972.07794,19.0,0.9667,0.9917,37.0,1642.5,102.63
93.58,102.77,94.31,15.0,4.0,11260.0,117.7711,106.2763,86.51,0.31985834,0.7640627,15.0,1330.0,24.0,0.95,0.9083,35.0,1582.5,93.3
99.86,101.2,94.61,20.0,0.0,16735.0,109.1166,89.55637,86.51,0.117644794,0.39609396,9.0,1108.5714,37.0,0.9667,0.975,37.0,1455.0,97.6
134.81,113.07,109.61,19.0,0.0,14340.0,119.1813,127.1674,144.44,0.08860833,0.30364603,18.0,702.8571,17.0,1.0,1.0,35.0,1855.0,122.75
92.51,108.85,86.06,21.0,0.0,14659.0,99.07303,104.1861,122.43,0.405275,0.7734376999999999,14.0,1334.7032,30.0,0.9833,0.9333,38.0,1207.5,102.63
95.26,109.72,111.44,7.0,12.0,3090.0,120.7848,95.42813000000001,111.48,0.35162917,0.85078144,16.0,728.125,18.0,0.9333,0.9917,39.0,1190.0,102.63
94.89,115.41,112.02,23.0,0.0,15230.0,126.6145,133.8846,119.1,0.83912915,0.8914065000000001,19.0,833.75,12.0,0.95,0.9583,29.0,1382.5,122.75
114.88,115.13,108.23,10.0,9.0,4060.0,114.5593,98.15876999999999,122.43,0.1834,0.5704429,16.0,1500.7053,20.0,0.9833,0.9833,33.0,1460.0,112.66
106.3,114.71,108.0,10.0,9.0,4040.0,111.4849,97.76701,109.72,0.07532708,0.48463562,17.0,841.25,19.0,0.9833,0.9667,39.0,1390.0,112.66
98.19,106.53,95.15,21.0,0.0,20680.0,121.6778,115.3143,63.93,0.050717708,0.51328146,19.0,862.0,13.0,0.95,0.9667,34.0,1789.75,112.66
109.02,96.42,87.78,18.0,1.0,14489.0,119.8981,105.2944,100.43,0.092775,0.50807315,11.0,1229.9,27.0,0.9,0.9583,35.0,1267.5,107.32
104.62,112.93,104.93,21.0,0.0,23109.0,89.9246,109.119,105.92,0.051629167000000004,0.09882833,21.0,1328.75,11.0,1.0,1.0,31.0,1510.0,102.63
92.51,105.37,98.55,13.0,6.0,5920.0,102.5925,105.3957,120.69,0.14642084,0.3843752,12.0,813.3182,23.0,0.8333,0.95,35.0,1240.0,112.66
118.72,97.18,106.22,11.0,8.0,6880.0,85.59,113.19,93.28,0.09772292,0.1733075,14.0,1501.0358,26.0,0.9,0.9583,31.0,1522.0,102.63
100.63,109.4,104.61,15.0,4.0,7650.0,110.43,106.65,121.98,0.070769794,0.08502625,7.0,1291.25,46.0,0.95,0.925,37.0,1575.0,84.01
109.02,98.49,106.83,11.0,8.0,4540.0,82.53542,101.7342,93.58,0.13912916,0.10963562,11.0,1002.7273,28.0,0.95,0.9083,37.0,1270.0,84.01
84.96,109.84,94.47,18.0,1.0,19915.0,121.5218,111.5783,80.03,0.27910313,0.5282554,14.0,926.74603,27.0,1.0,0.9917,38.0,1615.0,112.66
134.81,86.71,88.36,10.0,9.0,4214.5,120.2398,110.4573,91.83,0.24694167,0.80234396,24.0,1470.507,8.0,0.9833,0.9833,31.0,2049.25,102.63
100.46,108.27,105.39,19.0,0.0,22602.0,88.74304000000001,97.06145,133.66,0.26178542,0.7500001999999999,21.0,958.625,11.0,1.0,0.9583,34.0,1928.0,88.33
86.85,103.68,93.62,15.0,4.0,19000.0,121.0029,119.6144,100.43,0.15215,0.6274742,13.0,1134.4445,30.0,0.9167,0.9667,39.0,1307.5,97.6
125.19,100.76,105.02,14.0,5.0,11460.0,124.2434,128.7012,115.61,0.30280104,0.80091166,21.0,925.4545,16.0,0.9667,0.9667,39.0,1310.0,112.66
114.0,109.17,87.58,15.0,4.0,11469.0,113.8722,100.5589,131.33,0.04733229,0.04687521,19.0,1446.125,18.0,0.95,0.95,35.0,1280.0,93.3
91.68,103.06,99.98,7.0,12.0,4760.0,83.59125,88.21137,86.51,0.08379062,0.117578335,6.0,1019.2143,46.0,0.9333,0.9167,28.0,1732.5,93.3
134.81,105.05,119.02,21.0,0.0,8810.0,116.1211,117.1489,129.86,0.1942073,0.38203147,16.0,1175.0,21.0,0.9833,0.9833,36.0,1585.0,112.66
76.87,113.49,110.99,20.0,0.0,27241.0,105.45,91.51,89.54,0.11048333,0.5234377,19.0,1674.0,18.0,1.0,0.9917,32.0,1951.75,84.01
106.96,111.19,106.65,14.0,5.0,8369.0,101.26899999999999,117.6954,134.92,0.07597812,0.18906271,11.0,1281.4615,34.0,0.9833,0.95,30.0,1574.5,117.24
98.19,90.37,100.58,10.0,9.0,7500.0,112.1883,106.1998,90.05,0.19655104,0.7656251999999999,13.0,975.7143,25.0,1.0,0.9417,37.0,1407.5,93.3
104.28,95.05,104.52,17.0,2.0,10030.0,119.2171,124.2013,124.42,0.09225417,0.33190125,16.0,946.1629,17.0,0.9833,0.975,38.0,1665.0,107.32
90.6,107.48,114.87,9.0,10.0,3050.0,124.81,131.62,116.88,0.1318375,0.6790366999999999,14.0,763.8571,19.0,1.0,0.9333,38.0,1520.0,140.86
71.85,85.95,107.01,10.0,9.0,5500.0,102.4372,118.5611,105.92,0.0880875,0.43750020000000006,13.0,659.0,30.0,0.95,0.9417,38.0,1470.0,93.3
110.21,94.4,103.56,19.0,0.0,15341.0,74.17971,88.73827,80.03,0.31569168,0.7796877,14.0,971.8680400000001,48.0,0.9667,0.9667,33.0,1562.5,84.01
113.29,121.37,113.36,19.0,0.0,11770.0,113.6388,108.4491,137.66,0.35423332,0.18372416,19.0,1048.5714,14.0,1.0,0.95,38.0,1190.0,127.41
86.13,104.61,104.44,9.0,10.0,7389.0,102.2126,107.0454,131.33,0.045379166,0.12083354,12.0,1849.375,41.0,0.9833,0.9417,25.0,1550.0,88.33
95.75,95.22,82.28,14.0,5.0,10135.0,85.99521999999999,89.85418,96.97,0.05618646,0.36106792,8.0,892.375,37.0,0.95,0.9917,37.0,1537.5,102.63
111.31,81.23,72.42,15.0,4.0,11930.0,89.89461999999999,100.0683,81.57,0.98444164,0.9843752,10.0,1032.625,37.0,0.9833,0.8833,33.0,1604.75,84.01
134.81,103.18,108.43,22.0,0.0,31147.0,113.2848,101.4599,111.48,0.24837396,0.28359395,18.0,1325.5793,20.0,1.0,0.9833,39.0,1335.0,131.78
120.31,98.82,98.07,19.0,0.0,30669.0,88.33678,84.4967,129.86,0.5001969,0.8281252,12.0,1101.0,25.0,0.95,0.9333,35.0,1482.25,107.32
114.88,100.11,95.77,20.0,0.0,29521.0,102.6477,98.55214000000001,84.87,0.08743646,0.35195333,16.0,1615.0714,15.0,0.9833,0.95,34.0,1420.0,102.63
101.54,96.79,96.09,16.0,3.0,17488.0,78.4646,94.90015,90.05,0.31543124,0.13619812,5.0,1518.75,60.0,0.9667,0.975,33.0,1421.25,88.33
94.2,102.87,91.81,7.0,12.0,5336.0,80.45,76.3,91.27,0.08730625,0.9843752,14.0,791.05457,33.0,0.9333,0.95,31.0,2141.25,75.82
84.96,99.11,92.39,22.0,0.0,13774.0,120.7966,107.3849,122.43,0.14069167,0.4813804,20.0,920.125,15.0,0.9333,0.9583,36.0,1185.0,112.66
134.81,111.22,111.44,15.0,4.0,11949.0,124.2675,133.1783,100.43,0.27545729999999996,0.36914083,16.0,1442.5454,17.0,0.95,1.0,38.0,1529.75,93.3
100.63,101.47,102.63,12.0,7.0,4584.5,116.3591,125.5443,126.24,0.82285315,0.8687502,14.0,1806.75,28.0,0.9833,0.9333,36.0,1460.0,93.3
125.19,113.34,101.9,23.0,0.0,22972.0,105.88,105.36,105.46,0.2880875,0.7468752,17.0,1800.0,15.0,1.0,0.9833,34.0,1890.5,107.32
97.83,104.73,101.84,21.0,0.0,22151.0,118.44,99.21,93.52,0.08444167,0.6136720999999999,12.0,1356.3036,27.0,0.9167,0.9583,35.0,1455.0,102.63
134.81,99.46,113.15,22.0,0.0,14968.5,113.8734,126.0032,131.33,0.20436354,0.1826825,22.0,693.0315,8.0,0.9833,0.9417,36.0,1507.5,131.78
117.41,104.06,93.62,19.0,0.0,24000.0,121.67,126.46,90.44,0.32949376,0.5559898,15.0,1181.25,23.0,0.9833,0.9667,36.0,1777.5,112.66
116.37,111.85,105.98,21.0,0.0,27478.0,91.07587,99.82166,128.38,0.16438958,0.17135437,15.0,897.1429,21.0,0.95,0.975,37.0,1692.25,102.63
134.81,112.41,101.84,15.0,4.0,11091.0,90.5,98.52,114.0,0.036785416,0.062239792,13.0,960.0,22.0,0.9833,0.9833,38.0,1978.0,131.78
93.58,99.76,93.96,22.0,0.0,14238.5,113.0837,119.2194,117.3,0.14550938,0.33776063,13.0,911.9,24.0,0.9667,0.9583,34.0,1442.5,107.32
125.19,112.47,98.63,14.0,5.0,7585.0,91.14383000000001,106.6194,78.35,0.3616552,0.9160158000000002,12.0,930.15875,30.0,0.9833,0.9167,38.0,1547.5,97.6
117.41,86.28,90.27,23.0,0.0,22711.0,115.6668,126.4966,73.5,0.436525,0.8923179,18.0,1035.3792,18.0,0.8667,0.9667,34.0,1627.75,112.66
113.29,99.2,99.38,15.0,4.0,5100.0,106.3234,121.2275,126.24,0.3645198,0.7765626999999999,10.0,1498.2858,45.0,0.95,0.9417,38.0,1440.0,112.66
82.66,104.15,110.49,18.0,1.0,14091.0,90.0,90.14,100.98,0.19694167,0.26822937,23.0,1287.7778,11.0,0.9333,0.95,33.0,2092.5,117.24
78.41,110.3,94.77,22.0,0.0,27010.0,103.1476,110.7401,102.2,0.16569167,0.28437522,16.0,1399.375,21.0,1.0,0.925,38.0,1260.0,102.63
86.89,84.13,84.13,21.0,0.0,32218.0,108.9795,108.6076,91.83,0.33561355,0.79166687,11.0,1609.8572,42.0,0.8833,0.975,34.0,1939.75,93.3
107.41,84.15,84.81,15.0,4.0,8939.0,112.1175,107.3107,100.43,0.29394686,0.3406252,1.0,792.8571,69.0,1.0,0.9833,36.0,1790.0,107.32
114.88,82.67,82.21,18.0,1.0,23420.0,93.38748000000001,105.9305,73.5,0.5094417,0.7929689,8.0,959.7159,38.0,0.95,0.975,38.0,1557.5,84.01
118.72,101.59,106.65,18.0,1.0,18739.5,93.16592,101.9936,93.58,0.40162918,0.8515627,9.0,768.0,37.0,0.9667,1.0,36.0,1585.0,102.63
79.79,92.15,113.51,7.0,12.0,3810.0,87.43349,99.74625999999999,129.86,0.18079583,0.6171876999999999,17.0,742.8571,19.0,1.0,0.9667,33.0,1512.5,102.63
134.81,92.79,97.24,22.0,0.0,28651.0,108.28,110.03,79.48,0.44147292,0.6937502,12.0,1312.2142,29.0,0.9667,0.9833,40.0,1540.0,93.3
87.36,99.87,97.6,7.0,12.0,7250.0,105.1727,93.9433,90.05,0.049415626,0.08776063,15.0,1480.0,25.0,0.9833,0.9667,34.0,1820.0,102.63
120.31,109.92,110.08,15.0,4.0,11790.0,104.5807,99.89383000000001,80.03,0.081316665,0.42421895,13.0,934.4444599999999,33.0,0.9833,0.9917,32.0,1940.0,102.63
87.36,92.18,90.18,12.0,7.0,10174.5,90.56084,96.66481,73.5,0.4474625,0.8078126999999999,11.0,1258.625,29.0,0.8833,0.9917,36.0,1685.0,107.32
125.19,100.51,93.6,12.0,7.0,6760.0,117.28,110.92,88.92,0.4695979,0.58398455,11.0,918.7143,26.0,1.0,0.9583,36.0,1657.5,112.66
125.19,110.25,94.51,15.0,4.0,5870.0,105.52,131.62,93.72,0.26256666,0.5812501999999999,21.0,751.4286,11.0,0.9833,0.9917,33.0,2330.0,127.41
103.5,112.83,108.43,10.0,9.0,4383.5,119.66,124.62,97.76,0.047983332999999996,0.05312521,19.0,898.2857,15.0,0.9833,0.925,39.0,1079.5,122.75
120.31,108.48,121.54,14.0,5.0,6945.0,96.05547,120.3815,117.3,0.36738437,0.6625002,19.0,814.0,17.0,0.9833,0.925,34.0,2992.5,102.63
102.23,105.96,115.33,16.0,3.0,12974.5,110.5257,119.7733,134.92,0.50892085,0.73177105,16.0,737.5714,16.0,0.9833,0.9667,32.0,1335.0,102.63
97.13,106.02,94.13,16.0,3.0,17125.0,91.65493000000001,97.52122,83.22,0.29147290000000003,0.43476585,14.0,1098.3766,22.0,1.0,0.9333,38.0,1605.0,131.78
107.41,118.31,105.21,12.0,7.0,3243.0,123.7607,128.6968,144.06,0.47649896,0.79739606,16.0,963.1307,18.0,1.0,0.975,33.0,1249.25,112.66
98.68,81.7,84.82,7.0,12.0,4690.0,95.05669,74.10113,75.06,0.41569167,0.2548179,6.0,884.9167,42.0,0.9167,0.8083,38.0,1832.5,84.01
110.21,100.24,99.55,18.0,1.0,12580.0,121.4322,120.6771,113.48,0.8688167,0.9843752,18.0,1536.4286,15.0,1.0,1.0,40.0,1537.5,93.3
103.34,88.76,82.28,22.0,0.0,36035.0,112.3068,113.44200000000001,73.5,0.07428542,0.7595054,9.0,1658.75,51.0,0.9333,0.9833,38.0,1595.0,93.3
79.79,95.83,84.82,8.0,11.0,6901.0,103.47,98.36,98.25,0.13001458,0.070703335,10.0,1476.4204,38.0,0.9667,0.95,37.0,1622.5,84.01
134.81,102.77,104.44,22.0,0.0,27420.0,130.8151,114.8731,134.92,0.49707186,0.78828144,17.0,1966.1538,19.0,0.9833,0.9917,38.0,1510.0,122.75
125.19,96.08,89.05,7.0,12.0,4489.0,102.9536,106.2769,88.33,0.022592708,0.12434917,14.0,977.63184,24.0,0.9667,0.95,35.0,1590.0,112.66
107.41,101.78,106.4,22.0,0.0,27052.5,108.15,104.75,110.4,0.48001459999999996,0.7533856,18.0,1410.3889,13.0,0.9833,0.9833,35.0,1570.75,102.63
114.88,105.35,102.32,17.0,2.0,20720.0,92.05086,127.4767,107.94,0.2611344,0.6765627,10.0,2194.3572,30.0,0.9667,0.9917,37.0,1512.5,107.32
113.29,110.35,118.46,9.0,10.0,3730.0,118.5382,116.1771,98.75,0.073504165,0.17187521,17.0,811.1111,19.0,0.9833,0.9167,35.0,1562.5,107.32
89.06,83.18,90.8,9.0,10.0,8560.0,79.81458,109.3524,63.93,0.14694166,0.08906270599999999,8.0,1115.6864,64.0,0.9833,0.9083,26.0,1380.0,84.01
96.62,90.09,85.86,15.0,4.0,7730.0,121.4059,117.5293,86.51,0.31673333,0.71328145,16.0,940.625,19.0,0.9833,0.9583,36.0,2020.0,127.41
117.41,112.69,109.17,13.0,6.0,7751.0,102.76,107.27,105.4,0.041863542000000004,0.1684898,18.0,1390.2598,17.0,1.0,0.9833,39.0,1340.0,102.63
112.28,102.48,111.91,16.0,3.0,9169.0,112.0045,112.9982,124.42,0.03730625,0.06406271,18.0,812.2625,18.0,1.0,0.9667,34.0,1305.0,107.32
134.81,98.78,117.47,20.0,0.0,38853.5,113.0566,123.1739,98.75,0.47584793,0.8984377,18.0,3255.6875,15.0,1.0,0.9417,40.0,1452.25,117.24
85.15,101.71,107.01,21.0,0.0,23781.0,109.28,108.83,118.46,0.23105624,0.50898457,21.0,1148.1818,10.0,1.0,0.9667,32.0,1620.0,102.63
103.95,93.73,88.7,21.0,0.0,19491.0,109.55,106.7,96.19,0.5175145999999999,0.7796877,16.0,1115.625,23.0,1.0,1.0,35.0,1720.0,122.75
125.19,110.36,107.23,20.0,0.0,23879.0,121.13,97.41,111.35,0.11725417,0.8196617,14.0,864.2143,26.0,0.9833,0.9667,36.0,1322.5,122.75
125.19,97.27,94.79,7.0,12.0,3170.0,86.59611,84.74355,142.58,0.11686354,0.10481792,14.0,815.875,29.0,0.9333,0.95,35.0,1415.0,102.63
74.95,101.83,109.17,21.0,0.0,34030.0,115.9363,114.8815,69.44,0.55722815,0.8968752000000001,20.0,773.5714,13.0,0.9167,0.875,37.0,1270.0,102.63
110.21,112.93,108.56,14.0,5.0,9105.0,130.9105,128.957,95.29,0.7360042,0.9500002000000001,15.0,1140.0,22.0,0.9833,0.9333,37.0,1412.5,107.32
116.37,94.7,89.72,11.0,8.0,5710.0,93.59605,88.21600000000001,107.94,0.096941665,0.12760438,8.0,1010.625,33.0,0.9333,0.95,37.0,1235.0,102.63
99.48,113.03,100.58,16.0,3.0,12745.0,85.31203000000001,90.69142,84.87,0.09511875,0.38723978,10.0,1452.8572,34.0,1.0,0.9667,36.0,1370.0,80.14
125.19,99.13,91.69,20.0,0.0,17241.0,112.8914,107.2811,102.2,0.49720207,0.76796895,13.0,816.6667,24.0,0.9667,0.9667,37.0,1284.25,107.32
103.5,107.22,111.49,14.0,5.0,16204.0,98.186,114.0972,93.58,0.21920729,0.402995,10.0,1122.4375,32.0,0.5667,1.0,39.0,1310.0,88.33
106.3,94.35,93.07,17.0,2.0,16390.0,91.29945,104.7666,91.83,0.524025,0.54739606,4.0,1287.9121,45.0,0.9667,0.9333,32.0,2150.0,93.3
97.83,101.75,115.89,24.0,0.0,25333.5,121.4358,115.3115,128.38,0.24563958,0.663021,19.0,1683.625,13.0,0.9167,0.9417,35.0,2112.0,93.3
134.81,106.36,103.17,24.0,0.0,14750.0,94.6021,105.9309,131.33,0.12923333,0.34869814,15.0,1274.0,20.0,0.9333,0.9667,35.0,1327.5,112.66
93.58,87.81,90.27,16.0,3.0,17801.0,99.26678000000001,105.5894,83.22,0.18326979999999998,0.9167970999999999,13.0,2751.4285,27.0,0.95,0.8917,37.0,1980.0,93.3
134.81,106.92,100.65,17.0,2.0,28810.0,119.9,104.76,102.45,0.17063959,0.5984377,14.0,1177.0536,25.0,0.9833,0.9917,30.0,2325.0,84.01
93.32,92.85,83.55,21.0,0.0,30859.0,98.82289,111.0406,78.35,0.449025,0.67239606,12.0,1632.0,21.0,0.9833,1.0,38.0,1887.5,112.66
86.89,83.54,95.56,12.0,7.0,19080.5,88.96639,98.42886,98.75,0.12024896,0.07604188,8.0,1411.3572,47.0,0.9833,0.9583,30.0,1830.0,84.01
98.31,118.65,104.87,23.0,0.0,14410.0,117.9142,144.6418,96.97,0.56686354,0.7812501999999999,14.0,1533.8392,23.0,1.0,0.9833,32.0,1600.0,102.63
134.81,105.78,98.16,23.0,0.0,22933.0,117.93,99.43,106.57,0.14537917,0.13046896,17.0,1013.9,17.0,0.9667,0.9667,37.0,1641.5,112.66
94.96,92.69,99.61,17.0,2.0,13660.0,86.5884,87.02403000000001,109.72,0.12233229,0.15325542,13.0,1186.25,29.0,0.95,0.9833,34.0,1445.0,97.6
93.58,84.72,94.61,11.0,8.0,10119.0,112.3477,97.04552,98.75,0.21829583,0.37148458,15.0,1018.4286,25.0,1.0,0.9917,40.0,1717.5,102.63
102.88,96.79,109.7,20.0,0.0,35635.0,101.2605,116.134,98.75,0.07688958,0.63046896,14.0,2697.5,19.0,0.95,0.95,33.0,1787.5,102.63
84.96,90.94,89.1,21.0,0.0,51977.0,113.58,113.17,90.69,0.5366552,0.9234377,14.0,1401.8125,28.0,0.9833,1.0,35.0,1582.5,112.66
82.55,95.52,99.61,19.0,0.0,23838.0,104.2317,105.2995,113.48,0.542775,0.9460940000000001,13.0,1581.125,26.0,0.8833,0.9917,38.0,1575.0,97.6
134.81,112.86,107.23,22.0,0.0,18009.0,114.1627,107.0446,143.88,0.26048332,0.3656252,13.0,1157.1428,23.0,0.9667,0.9833,34.0,1495.0,102.63
134.81,99.43,111.49,22.0,0.0,18938.5,117.8864,122.2386,105.92,0.5287125,0.8914065000000001,26.0,1126.1488,4.0,0.9833,0.9583,40.0,1235.0,140.86
111.31,103.76,111.67,10.0,9.0,6075.0,91.00412,76.41906,95.29,0.06256667,0.08828146,16.0,1118.3896,31.0,0.9833,0.95,34.0,1602.75,84.01
117.41,97.03,95.28,15.0,4.0,12779.0,112.3075,125.6791,109.72,0.18561354,0.49843770000000004,16.0,1046.8785,22.0,0.9833,0.9583,30.0,1315.0,107.32
73.49,91.6,86.29,6.0,13.0,5615.0,83.56979,77.66682,105.92,0.1426448,0.28020853,10.0,1453.9286,52.0,1.0,0.9917,37.0,1450.0,84.01
70.0,94.3,92.33,11.0,8.0,6569.0,101.1697,69.45302,71.99,0.28379062,0.7830731,20.0,1129.7084,14.0,0.9833,0.975,37.0,1579.5,84.01
109.02,101.78,98.63,19.0,0.0,20148.0,91.84423000000001,103.8943,102.2,0.1537125,0.43945333,18.0,636.1875,16.0,1.0,0.9583,35.0,1405.0,112.66
122.27,107.75,100.05,22.0,0.0,28635.0,116.6231,113.4018,107.94,0.67910314,0.6757814,13.0,1384.2858,23.0,0.9833,0.9833,38.0,2210.0,102.63
91.53,91.1,89.19,9.0,10.0,5410.0,98.39664,92.34583,109.72,0.0787125,0.15950541,5.0,1427.625,83.0,0.9667,0.975,30.0,3265.25,84.01
92.75,98.13,101.53,16.0,3.0,17690.5,103.9017,125.0625,98.75,0.5869156,0.9781252,24.0,1193.3466,6.0,0.9167,0.9833,31.0,1688.0,93.3
122.27,103.86,99.5,21.0,0.0,31189.0,122.1423,105.5709,120.69,0.71868646,0.9843752,20.0,1583.7357,16.0,0.9833,0.9917,37.0,1650.0,102.63
84.96,113.76,105.12,14.0,5.0,7505.0,109.7582,114.5042,104.04,0.3442073,0.36145854,18.0,1261.875,16.0,0.9,0.95,36.0,1475.0,107.32
